"Time","Thread-0","Thread-1","Thread-2","Thread-3"
"141085","$1719205.22","$6203076.25","$8795153.16","$10998140.07"
"141086","$1719205.22","$6203076.25","$8795153.16","$10998140.07"
"141086","$1719205.22","$6203076.25","$8795153.16","$10998140.07"
"141187","$1719205.22","$6203076.25","$8795153.16","$10998140.07"
"141184","$1719205.22","$6203076.25","$8795153.16","$10998140.07"
"141761","$1719205.22","$6203076.25","$8795153.16","$17887694.96"
"142111","$1719205.22","$6203076.25","$14301140.38","$12381707.75"
"142112","$1719205.22","$6203076.25","$14301140.38","$12381707.75"
"142318","$2216982.45","$7998622.61","$12007816.78","$12381707.75"
"142318","$2216982.45","$7998622.61","$12007816.78","$12381707.75"
"142318","$2216982.45","$7998622.61","$12007816.78","$12381707.75"
"142711","$2216982.45","$7998622.61","$12007816.78","$12381707.75"
"142711","$2216982.45","$7998622.61","$12007816.78","$12381707.75"
"142992","$2216982.45","$7998622.61","$12007816.78","$12381707.75"
"143342","$2216982.45","$7998622.61","$17974950.61","$6414573.92"
"143343","$2216982.45","$7998622.61","$17974950.61","$6414573.92"
"143545","$2716707.93","$9994042.79","$15479804.95","$6414573.92"
"143546","$2716707.93","$9994042.79","$15479804.95","$6414573.92"
"143546","$2716707.93","$9994042.79","$15479804.95","$6414573.92"
"144173","$2716707.93","$9994042.79","$15479804.95","$6414573.92"
